dataset,experiment,id_code,plate,sirna,well
train,HUVEC-01,HUVEC-01_2_E03,2,428,E03
train,HUVEC-01,HUVEC-01_2_E04,2,257,E04
train,HUVEC-01,HUVEC-01_2_E05,2,164,E05
train,HUVEC-01,HUVEC-01_2_E06,2,149,E06
train,HUVEC-01,HUVEC-01_2_E07,2,333,E07
train,HUVEC-01,HUVEC-01_2_E08,2,421,E08
train,HUVEC-01,HUVEC-01_2_E09,2,721,E09
train,HUVEC-01,HUVEC-01_2_E10,2,165,E10
train,HUVEC-01,HUVEC-01_2_E11,2,544,E11
train,HUVEC-01,HUVEC-01_2_E12,2,735,E12
train,HUVEC-01,HUVEC-01_2_E13,2,414,E13
train,HUVEC-01,HUVEC-01_2_E14,2,709,E14
train,HUVEC-01,HUVEC-01_2_E15,2,642,E15
train,HUVEC-01,HUVEC-01_2_E16,2,1040,E16
train,HUVEC-01,HUVEC-01_2_E17,2,706,E17
train,HUVEC-01,HUVEC-01_2_E18,2,330,E18
train,HUVEC-01,HUVEC-01_2_E19,2,893,E19
train,HUVEC-01,HUVEC-01_2_E20,2,967,E20
train,HUVEC-01,HUVEC-01_2_E21,2,731,E21
train,HUVEC-01,HUVEC-01_2_E22,2,457,E22
train,HUVEC-01,HUVEC-01_2_E23,2,19,E23
train,HUVEC-01,HUVEC-01_2_F02,2,25,F02
train,HUVEC-01,HUVEC-01_2_F04,2,529,F04
train,HUVEC-01,HUVEC-01_2_F05,2,404,F05
train,HUVEC-01,HUVEC-01_2_F06,2,683,F06
train,HUVEC-01,HUVEC-01_2_F08,2,390,F08
train,HUVEC-01,HUVEC-01_2_F09,2,1064,F09
train,HUVEC-01,HUVEC-01_2_F10,2,536,F10
train,HUVEC-01,HUVEC-01_2_F12,2,932,F12
train,HUVEC-01,HUVEC-01_2_F13,2,1083,F13
train,HUVEC-01,HUVEC-01_2_F14,2,753,F14
train,HUVEC-01,HUVEC-01_2_F16,2,730,F16
train,HUVEC-01,HUVEC-01_2_F17,2,697,F17
train,HUVEC-01,HUVEC-01_2_F18,2,724,F18
train,HUVEC-01,HUVEC-01_2_F20,2,1046,F20
train,HUVEC-01,HUVEC-01_2_F21,2,521,F21
train,HUVEC-01,HUVEC-01_2_F23,2,28,F23
train,HUVEC-01,HUVEC-01_2_G02,2,988,G02
train,HUVEC-01,HUVEC-01_2_G03,2,1043,G03
train,HUVEC-01,HUVEC-01_2_G04,2,132,G04
train,HUVEC-01,HUVEC-01_2_G05,2,1019,G05
train,HUVEC-01,HUVEC-01_2_G06,2,408,G06
train,HUVEC-01,HUVEC-01_2_G07,2,867,G07
train,HUVEC-01,HUVEC-01_2_G08,2,852,G08
train,HUVEC-01,HUVEC-01_2_G09,2,383,G09
train,HUVEC-01,HUVEC-01_2_G10,2,813,G10
train,HUVEC-01,HUVEC-01_2_G11,2,779,G11
train,HUVEC-01,HUVEC-01_2_G12,2,153,G12
train,HUVEC-01,HUVEC-01_2_G13,2,736,G13
train,HUVEC-01,HUVEC-01_2_G14,2,851,G14
train,HUVEC-01,HUVEC-01_2_G15,2,569,G15
train,HUVEC-01,HUVEC-01_2_G16,2,424,G16
train,HUVEC-01,HUVEC-01_2_G17,2,22,G17
train,HUVEC-01,HUVEC-01_2_G18,2,856,G18
train,HUVEC-01,HUVEC-01_2_G19,2,75,G19
train,HUVEC-01,HUVEC-01_2_G20,2,1047,G20
train,HUVEC-01,HUVEC-01_2_G21,2,66,G21
train,HUVEC-01,HUVEC-01_2_G22,2,754,G22
train,HUVEC-01,HUVEC-01_2_G23,2,714,G23
train,HUVEC-01,HUVEC-01_2_H02,2,991,H02
train,HUVEC-01,HUVEC-01_2_H04,2,837,H04
train,HUVEC-01,HUVEC-01_2_H05,2,189,H05
train,HUVEC-01,HUVEC-01_2_H06,2,747,H06
train,HUVEC-01,HUVEC-01_2_H08,2,409,H08
train,HUVEC-01,HUVEC-01_2_H09,2,305,H09
train,HUVEC-01,HUVEC-01_2_H10,2,1058,H10
train,HUVEC-01,HUVEC-01_2_H12,2,934,H12
train,HUVEC-01,HUVEC-01_2_H13,2,1030,H13
train,HUVEC-01,HUVEC-01_2_H14,2,651,H14
train,HUVEC-01,HUVEC-01_2_H16,2,393,H16
train,HUVEC-01,HUVEC-01_2_H17,2,42,H17
train,HUVEC-01,HUVEC-01_2_H18,2,83,H18
train,HUVEC-01,HUVEC-01_2_H20,2,412,H20
train,HUVEC-01,HUVEC-01_2_H21,2,495,H21
train,HUVEC-01,HUVEC-01_2_H23,2,650,H23
train,HUVEC-01,HUVEC-01_2_I02,2,871,I02
train,HUVEC-01,HUVEC-01_2_I03,2,44,I03
train,HUVEC-01,HUVEC-01_2_I04,2,920,I04
train,HUVEC-01,HUVEC-01_2_I05,2,194,I05
train,HUVEC-01,HUVEC-01_2_I06,2,357,I06
train,HUVEC-01,HUVEC-01_2_I07,2,563,I07
train,HUVEC-01,HUVEC-01_2_I08,2,790,I08
train,HUVEC-01,HUVEC-01_2_I09,2,233,I09
train,HUVEC-01,HUVEC-01_2_I10,2,1017,I10
train,HUVEC-01,HUVEC-01_2_I11,2,262,I11
train,HUVEC-01,HUVEC-01_2_I12,2,830,I12
train,HUVEC-01,HUVEC-01_2_I13,2,92,I13
train,HUVEC-01,HUVEC-01_2_I14,2,898,I14
train,HUVEC-01,HUVEC-01_2_I15,2,351,I15
train,HUVEC-01,HUVEC-01_2_I16,2,685,I16
train,HUVEC-01,HUVEC-01_2_I17,2,887,I17
train,HUVEC-01,HUVEC-01_2_I18,2,766,I18
train,HUVEC-01,HUVEC-01_2_I19,2,511,I19
train,HUVEC-01,HUVEC-01_2_I20,2,236,I20
train,HUVEC-01,HUVEC-01_2_I21,2,27,I21
train,HUVEC-01,HUVEC-01_2_I22,2,879,I22
train,HUVEC-01,HUVEC-01_2_I23,2,539,I23
train,HUVEC-01,HUVEC-01_2_J02,2,64,J02
train,HUVEC-01,HUVEC-01_2_J04,2,2,J04
train,HUVEC-01,HUVEC-01_2_J05,2,903,J05
train,HUVEC-01,HUVEC-01_2_J06,2,701,J06
train,HUVEC-01,HUVEC-01_2_J08,2,284,J08
train,HUVEC-01,HUVEC-01_2_J09,2,654,J09
train,HUVEC-01,HUVEC-01_2_J10,2,1088,J10
train,HUVEC-01,HUVEC-01_2_J12,2,682,J12
train,HUVEC-01,HUVEC-01_2_J13,2,826,J13
train,HUVEC-01,HUVEC-01_2_J14,2,47,J14
train,HUVEC-01,HUVEC-01_2_J16,2,20,J16
train,HUVEC-01,HUVEC-01_2_J17,2,381,J17
train,HUVEC-01,HUVEC-01_2_J18,2,739,J18
train,HUVEC-01,HUVEC-01_2_J20,2,1016,J20
train,HUVEC-01,HUVEC-01_2_J21,2,507,J21
train,HUVEC-01,HUVEC-01_2_J23,2,1033,J23
train,HUVEC-01,HUVEC-01_2_K02,2,334,K02
train,HUVEC-01,HUVEC-01_2_K03,2,218,K03
train,HUVEC-01,HUVEC-01_2_K04,2,584,K04
train,HUVEC-01,HUVEC-01_2_K05,2,7,K05
train,HUVEC-01,HUVEC-01_2_K06,2,732,K06
train,HUVEC-01,HUVEC-01_2_K07,2,615,K07
train,HUVEC-01,HUVEC-01_2_K08,2,669,K08
train,HUVEC-01,HUVEC-01_2_K09,2,41,K09
train,HUVEC-01,HUVEC-01_2_K10,2,327,K10
train,HUVEC-01,HUVEC-01_2_K11,2,553,K11
train,HUVEC-01,HUVEC-01_2_K12,2,473,K12
train,HUVEC-01,HUVEC-01_2_K13,2,364,K13
train,HUVEC-01,HUVEC-01_2_K14,2,1098,K14
train,HUVEC-01,HUVEC-01_2_K15,2,729,K15
train,HUVEC-01,HUVEC-01_2_K16,2,336,K16
train,HUVEC-01,HUVEC-01_2_K17,2,263,K17
train,HUVEC-01,HUVEC-01_2_K18,2,43,K18
train,HUVEC-01,HUVEC-01_2_K19,2,175,K19
train,HUVEC-01,HUVEC-01_2_K20,2,228,K20
train,HUVEC-01,HUVEC-01_2_K21,2,571,K21
train,HUVEC-01,HUVEC-01_2_K22,2,299,K22
train,HUVEC-01,HUVEC-01_2_K23,2,723,K23
train,HUVEC-01,HUVEC-01_2_L02,2,315,L02
train,HUVEC-01,HUVEC-01_2_L03,2,11,L03
train,HUVEC-01,HUVEC-01_2_L04,2,580,L04
train,HUVEC-01,HUVEC-01_2_L05,2,169,L05
train,HUVEC-01,HUVEC-01_2_L06,2,63,L06
train,HUVEC-01,HUVEC-01_2_L07,2,131,L07
train,HUVEC-01,HUVEC-01_2_L08,2,517,L08
train,HUVEC-01,HUVEC-01_2_L09,2,975,L09
train,HUVEC-01,HUVEC-01_2_L10,2,1032,L10
train,HUVEC-01,HUVEC-01_2_L11,2,423,L11
train,HUVEC-01,HUVEC-01_2_L12,2,72,L12
train,HUVEC-01,HUVEC-01_2_L13,2,542,L13
train,HUVEC-01,HUVEC-01_2_L14,2,639,L14
train,HUVEC-01,HUVEC-01_2_L15,2,733,L15
train,HUVEC-01,HUVEC-01_2_L16,2,865,L16
train,HUVEC-01,HUVEC-01_2_L17,2,1044,L17
train,HUVEC-01,HUVEC-01_2_L18,2,859,L18
train,HUVEC-01,HUVEC-01_2_L19,2,130,L19
train,HUVEC-01,HUVEC-01_2_L20,2,951,L20
train,HUVEC-01,HUVEC-01_2_L21,2,206,L21
train,HUVEC-01,HUVEC-01_2_L22,2,108,L22
train,HUVEC-01,HUVEC-01_2_L23,2,232,L23
train,HUVEC-01,HUVEC-01_2_M02,2,667,M02
train,HUVEC-01,HUVEC-01_2_M04,2,447,M04
train,HUVEC-01,HUVEC-01_2_M05,2,623,M05
train,HUVEC-01,HUVEC-01_2_M06,2,726,M06
train,HUVEC-01,HUVEC-01_2_M08,2,787,M08
train,HUVEC-01,HUVEC-01_2_M09,2,941,M09
train,HUVEC-01,HUVEC-01_2_M10,2,216,M10
train,HUVEC-01,HUVEC-01_2_M12,2,1002,M12
train,HUVEC-01,HUVEC-01_2_M13,2,956,M13
train,HUVEC-01,HUVEC-01_2_M14,2,196,M14
train,HUVEC-01,HUVEC-01_2_M16,2,466,M16
train,HUVEC-01,HUVEC-01_2_M17,2,966,M17
train,HUVEC-01,HUVEC-01_2_M18,2,661,M18
train,HUVEC-01,HUVEC-01_2_M20,2,968,M20
train,HUVEC-01,HUVEC-01_2_M21,2,1063,M21
train,HUVEC-01,HUVEC-01_2_M23,2,957,M23
train,HUVEC-01,HUVEC-01_2_N02,2,111,N02
train,HUVEC-01,HUVEC-01_2_N03,2,492,N03
train,HUVEC-01,HUVEC-01_2_N04,2,499,N04
train,HUVEC-01,HUVEC-01_2_N05,2,269,N05
train,HUVEC-01,HUVEC-01_2_N06,2,776,N06
train,HUVEC-01,HUVEC-01_2_N07,2,502,N07
train,HUVEC-01,HUVEC-01_2_N08,2,461,N08
train,HUVEC-01,HUVEC-01_2_N09,2,662,N09
train,HUVEC-01,HUVEC-01_2_N10,2,1049,N10
train,HUVEC-01,HUVEC-01_2_N11,2,425,N11
train,HUVEC-01,HUVEC-01_2_N12,2,138,N12
train,HUVEC-01,HUVEC-01_2_N13,2,874,N13
train,HUVEC-01,HUVEC-01_2_N14,2,434,N14
train,HUVEC-01,HUVEC-01_2_N15,2,225,N15
train,HUVEC-01,HUVEC-01_2_N16,2,1070,N16
train,HUVEC-01,HUVEC-01_2_N17,2,61,N17
train,HUVEC-01,HUVEC-01_2_N18,2,1024,N18
train,HUVEC-01,HUVEC-01_2_N19,2,182,N19
train,HUVEC-01,HUVEC-01_2_N20,2,166,N20
train,HUVEC-01,HUVEC-01_2_N21,2,81,N21
train,HUVEC-01,HUVEC-01_2_N22,2,160,N22
train,HUVEC-01,HUVEC-01_2_N23,2,467,N23
train,HUVEC-01,HUVEC-01_2_O02,2,562,O02
train,HUVEC-01,HUVEC-01_2_O03,2,597,O03
train,HUVEC-01,HUVEC-01_2_O04,2,285,O04
train,HUVEC-01,HUVEC-01_2_O05,2,60,O05
train,HUVEC-01,HUVEC-01_2_O06,2,717,O06
train,HUVEC-01,HUVEC-01_2_O07,2,781,O07
train,HUVEC-01,HUVEC-01_2_O08,2,857,O08
train,HUVEC-01,HUVEC-01_2_O09,2,1078,O09
train,HUVEC-01,HUVEC-01_2_O10,2,601,O10
train,HUVEC-01,HUVEC-01_2_O11,2,454,O11
train,HUVEC-01,HUVEC-01_2_O12,2,965,O12
train,HUVEC-01,HUVEC-01_2_O13,2,93,O13
train,HUVEC-01,HUVEC-01_2_O14,2,219,O14
train,HUVEC-01,HUVEC-01_2_O15,2,1090,O15
train,HUVEC-01,HUVEC-01_2_O16,2,909,O16
train,HUVEC-01,HUVEC-01_2_O17,2,100,O17
train,HUVEC-01,HUVEC-01_2_O18,2,87,O18
train,HUVEC-01,HUVEC-01_2_O19,2,550,O19
train,HUVEC-01,HUVEC-01_2_O20,2,245,O20
train,HUVEC-01,HUVEC-01_2_O21,2,146,O21
train,HUVEC-01,HUVEC-01_2_O22,2,78,O22
train,HUVEC-01,HUVEC-01_2_O23,2,1052,O23
train,HUVEC-01,HUVEC-01_3_B03,3,396,B03
train,HUVEC-01,HUVEC-01_3_B04,3,599,B04
train,HUVEC-01,HUVEC-01_3_B05,3,1057,B05
train,HUVEC-01,HUVEC-01_3_B06,3,636,B06
train,HUVEC-01,HUVEC-01_3_B07,3,127,B07
train,HUVEC-01,HUVEC-01_3_B08,3,311,B08
train,HUVEC-01,HUVEC-01_3_B09,3,53,B09
train,HUVEC-01,HUVEC-01_3_B10,3,933,B10
train,HUVEC-01,HUVEC-01_3_B11,3,658,B11
train,HUVEC-01,HUVEC-01_3_B12,3,629,B12
train,HUVEC-01,HUVEC-01_3_B13,3,593,B13
train,HUVEC-01,HUVEC-01_3_B14,3,963,B14
train,HUVEC-01,HUVEC-01_3_B15,3,1051,B15
train,HUVEC-01,HUVEC-01_3_B16,3,347,B16
train,HUVEC-01,HUVEC-01_3_B17,3,123,B17
train,HUVEC-01,HUVEC-01_3_B18,3,777,B18
train,HUVEC-01,HUVEC-01_3_B19,3,866,B19
train,HUVEC-01,HUVEC-01_3_B20,3,969,B20
train,HUVEC-01,HUVEC-01_3_B21,3,121,B21
train,HUVEC-01,HUVEC-01_3_B22,3,405,B22
train,HUVEC-01,HUVEC-01_3_B23,3,114,B23
train,HUVEC-01,HUVEC-01_3_C02,3,180,C02
train,HUVEC-01,HUVEC-01_3_C04,3,491,C04
train,HUVEC-01,HUVEC-01_3_C05,3,446,C05
train,HUVEC-01,HUVEC-01_3_C06,3,633,C06
train,HUVEC-01,HUVEC-01_3_C08,3,24,C08
train,HUVEC-01,HUVEC-01_3_C09,3,782,C09
train,HUVEC-01,HUVEC-01_3_C10,3,365,C10
train,HUVEC-01,HUVEC-01_3_C12,3,250,C12
train,HUVEC-01,HUVEC-01_3_C13,3,516,C13
train,HUVEC-01,HUVEC-01_3_C14,3,98,C14
train,HUVEC-01,HUVEC-01_3_C16,3,616,C16
train,HUVEC-01,HUVEC-01_3_C17,3,1059,C17
train,HUVEC-01,HUVEC-01_3_C18,3,453,C18
train,HUVEC-01,HUVEC-01_3_C20,3,590,C20
train,HUVEC-01,HUVEC-01_3_C21,3,368,C21
train,HUVEC-01,HUVEC-01_3_C23,3,464,C23
train,HUVEC-01,HUVEC-01_3_D02,3,148,D02
train,HUVEC-01,HUVEC-01_3_D03,3,989,D03
train,HUVEC-01,HUVEC-01_3_D04,3,768,D04
train,HUVEC-01,HUVEC-01_3_D05,3,525,D05
train,HUVEC-01,HUVEC-01_3_D06,3,490,D06
train,HUVEC-01,HUVEC-01_3_D07,3,818,D07
train,HUVEC-01,HUVEC-01_3_D08,3,487,D08
train,HUVEC-01,HUVEC-01_3_D09,3,763,D09
train,HUVEC-01,HUVEC-01_3_D10,3,990,D10
train,HUVEC-01,HUVEC-01_3_D11,3,291,D11
train,HUVEC-01,HUVEC-01_3_D12,3,936,D12
train,HUVEC-01,HUVEC-01_3_D13,3,716,D13
train,HUVEC-01,HUVEC-01_3_D14,3,1029,D14
train,HUVEC-01,HUVEC-01_3_D15,3,820,D15
train,HUVEC-01,HUVEC-01_3_D16,3,919,D16
train,HUVEC-01,HUVEC-01_3_D17,3,377,D17
train,HUVEC-01,HUVEC-01_3_D18,3,310,D18
train,HUVEC-01,HUVEC-01_3_D19,3,51,D19
train,HUVEC-01,HUVEC-01_3_D20,3,159,D20
train,HUVEC-01,HUVEC-01_3_D21,3,173,D21
train,HUVEC-01,HUVEC-01_3_D22,3,244,D22
train,HUVEC-01,HUVEC-01_3_D23,3,1007,D23
train,HUVEC-01,HUVEC-01_3_E02,3,437,E02
train,HUVEC-01,HUVEC-01_3_E03,3,215,E03
train,HUVEC-01,HUVEC-01_3_E04,3,545,E04
train,HUVEC-01,HUVEC-01_3_E05,3,586,E05
train,HUVEC-01,HUVEC-01_3_E06,3,1000,E06
train,HUVEC-01,HUVEC-01_3_E07,3,167,E07
train,HUVEC-01,HUVEC-01_3_E08,3,848,E08
train,HUVEC-01,HUVEC-01_3_E09,3,485,E09
train,HUVEC-01,HUVEC-01_3_E10,3,279,E10
train,HUVEC-01,HUVEC-01_3_E11,3,338,E11
train,HUVEC-01,HUVEC-01_3_E12,3,649,E12
train,HUVEC-01,HUVEC-01_3_E13,3,248,E13
train,HUVEC-01,HUVEC-01_3_E14,3,120,E14
train,HUVEC-01,HUVEC-01_3_E15,3,125,E15
train,HUVEC-01,HUVEC-01_3_E16,3,895,E16
train,HUVEC-01,HUVEC-01_3_E17,3,627,E17
train,HUVEC-01,HUVEC-01_3_E18,3,977,E18
train,HUVEC-01,HUVEC-01_3_E19,3,314,E19
train,HUVEC-01,HUVEC-01_3_E20,3,185,E20
train,HUVEC-01,HUVEC-01_3_E21,3,39,E21
train,HUVEC-01,HUVEC-01_3_E22,3,142,E22
train,HUVEC-01,HUVEC-01_3_E23,3,115,E23
train,HUVEC-01,HUVEC-01_3_F02,3,643,F02
train,HUVEC-01,HUVEC-01_3_F04,3,713,F04
train,HUVEC-01,HUVEC-01_3_F05,3,49,F05
train,HUVEC-01,HUVEC-01_3_F06,3,1071,F06
train,HUVEC-01,HUVEC-01_3_F08,3,808,F08
train,HUVEC-01,HUVEC-01_3_F09,3,84,F09
train,HUVEC-01,HUVEC-01_3_F10,3,21,F10
train,HUVEC-01,HUVEC-01_3_F12,3,246,F12
train,HUVEC-01,HUVEC-01_3_F13,3,942,F13
train,HUVEC-01,HUVEC-01_3_F14,3,666,F14
train,HUVEC-01,HUVEC-01_3_F16,3,394,F16
train,HUVEC-01,HUVEC-01_3_F17,3,363,F17
train,HUVEC-01,HUVEC-01_3_F18,3,1014,F18
train,HUVEC-01,HUVEC-01_3_F20,3,99,F20
train,HUVEC-01,HUVEC-01_3_F21,3,190,F21
train,HUVEC-01,HUVEC-01_3_F23,3,494,F23
train,HUVEC-01,HUVEC-01_3_G02,3,678,G02
train,HUVEC-01,HUVEC-01_3_G03,3,901,G03
train,HUVEC-01,HUVEC-01_3_G04,3,970,G04
train,HUVEC-01,HUVEC-01_3_G05,3,819,G05
train,HUVEC-01,HUVEC-01_3_G06,3,4,G06
train,HUVEC-01,HUVEC-01_3_G07,3,444,G07
train,HUVEC-01,HUVEC-01_3_G08,3,679,G08
train,HUVEC-01,HUVEC-01_3_G09,3,816,G09
train,HUVEC-01,HUVEC-01_3_G10,3,595,G10
train,HUVEC-01,HUVEC-01_3_G11,3,603,G11
train,HUVEC-01,HUVEC-01_3_G12,3,1085,G12
train,HUVEC-01,HUVEC-01_3_G13,3,62,G13
train,HUVEC-01,HUVEC-01_3_G14,3,769,G14
train,HUVEC-01,HUVEC-01_3_G15,3,335,G15
train,HUVEC-01,HUVEC-01_3_G16,3,583,G16
train,HUVEC-01,HUVEC-01_3_G17,3,168,G17
train,HUVEC-01,HUVEC-01_3_G18,3,229,G18
train,HUVEC-01,HUVEC-01_3_G19,3,1086,G19
train,HUVEC-01,HUVEC-01_3_G20,3,477,G20
train,HUVEC-01,HUVEC-01_3_G21,3,530,G21
train,HUVEC-01,HUVEC-01_3_G22,3,369,G22
train,HUVEC-01,HUVEC-01_3_G23,3,359,G23
train,HUVEC-01,HUVEC-01_3_H02,3,564,H02
train,HUVEC-01,HUVEC-01_3_H04,3,501,H04
train,HUVEC-01,HUVEC-01_3_H05,3,410,H05
train,HUVEC-01,HUVEC-01_3_H06,3,520,H06
train,HUVEC-01,HUVEC-01_3_H08,3,926,H08
train,HUVEC-01,HUVEC-01_3_H09,3,265,H09
train,HUVEC-01,HUVEC-01_3_H10,3,947,H10
train,HUVEC-01,HUVEC-01_3_H12,3,637,H12
train,HUVEC-01,HUVEC-01_3_H13,3,863,H13
train,HUVEC-01,HUVEC-01_3_H14,3,198,H14
train,HUVEC-01,HUVEC-01_3_H16,3,463,H16
train,HUVEC-01,HUVEC-01_3_H17,3,259,H17
train,HUVEC-01,HUVEC-01_3_H18,3,1018,H18
train,HUVEC-01,HUVEC-01_3_H20,3,197,H20
train,HUVEC-01,HUVEC-01_3_H21,3,886,H21
train,HUVEC-01,HUVEC-01_3_H23,3,1099,H23
train,HUVEC-01,HUVEC-01_3_I02,3,873,I02
train,HUVEC-01,HUVEC-01_3_I03,3,672,I03
train,HUVEC-01,HUVEC-01_3_I04,3,727,I04
train,HUVEC-01,HUVEC-01_3_I05,3,869,I05
train,HUVEC-01,HUVEC-01_3_I06,3,805,I06
train,HUVEC-01,HUVEC-01_3_I07,3,551,I07
train,HUVEC-01,HUVEC-01_3_I08,3,922,I08
train,HUVEC-01,HUVEC-01_3_I09,3,504,I09
train,HUVEC-01,HUVEC-01_3_I10,3,674,I10
train,HUVEC-01,HUVEC-01_3_I11,3,755,I11
train,HUVEC-01,HUVEC-01_3_I12,3,999,I12
train,HUVEC-01,HUVEC-01_3_I13,3,608,I13
train,HUVEC-01,HUVEC-01_3_I14,3,145,I14
train,HUVEC-01,HUVEC-01_3_I15,3,210,I15
train,HUVEC-01,HUVEC-01_3_I16,3,326,I16
train,HUVEC-01,HUVEC-01_3_I17,3,438,I17
train,HUVEC-01,HUVEC-01_3_I18,3,174,I18
train,HUVEC-01,HUVEC-01_3_I19,3,289,I19
train,HUVEC-01,HUVEC-01_3_I20,3,916,I20
train,HUVEC-01,HUVEC-01_3_I21,3,809,I21
train,HUVEC-01,HUVEC-01_3_I22,3,995,I22
train,HUVEC-01,HUVEC-01_3_I23,3,183,I23
train,HUVEC-01,HUVEC-01_3_J02,3,795,J02
train,HUVEC-01,HUVEC-01_3_J04,3,380,J04
train,HUVEC-01,HUVEC-01_3_J05,3,829,J05
train,HUVEC-01,HUVEC-01_3_J06,3,664,J06
train,HUVEC-01,HUVEC-01_3_J08,3,96,J08
train,HUVEC-01,HUVEC-01_3_J09,3,821,J09
train,HUVEC-01,HUVEC-01_3_J10,3,961,J10
train,HUVEC-01,HUVEC-01_3_J12,3,533,J12
train,HUVEC-01,HUVEC-01_3_J13,3,465,J13
train,HUVEC-01,HUVEC-01_3_J14,3,337,J14
train,HUVEC-01,HUVEC-01_3_J16,3,65,J16
train,HUVEC-01,HUVEC-01_3_J17,3,665,J17
train,HUVEC-01,HUVEC-01_3_J18,3,191,J18
train,HUVEC-01,HUVEC-01_3_J20,3,690,J20
train,HUVEC-01,HUVEC-01_3_J21,3,858,J21
train,HUVEC-01,HUVEC-01_3_J23,3,29,J23
train,HUVEC-01,HUVEC-01_3_K02,3,671,K02
train,HUVEC-01,HUVEC-01_3_K03,3,307,K03
train,HUVEC-01,HUVEC-01_3_K04,3,401,K04
train,HUVEC-01,HUVEC-01_3_K05,3,834,K05
train,HUVEC-01,HUVEC-01_3_K06,3,1068,K06
train,HUVEC-01,HUVEC-01_3_K07,3,686,K07
train,HUVEC-01,HUVEC-01_3_K08,3,32,K08
train,HUVEC-01,HUVEC-01_3_K09,3,469,K09
train,HUVEC-01,HUVEC-01_3_K10,3,1093,K10
train,HUVEC-01,HUVEC-01_3_K11,3,578,K11
train,HUVEC-01,HUVEC-01_3_K12,3,170,K12
train,HUVEC-01,HUVEC-01_3_K13,3,774,K13
train,HUVEC-01,HUVEC-01_3_K14,3,184,K14
train,HUVEC-01,HUVEC-01_3_K15,3,740,K15
train,HUVEC-01,HUVEC-01_3_K16,3,1091,K16
train,HUVEC-01,HUVEC-01_3_K17,3,652,K17
train,HUVEC-01,HUVEC-01_3_K18,3,267,K18
train,HUVEC-01,HUVEC-01_3_K19,3,135,K19
train,HUVEC-01,HUVEC-01_3_K20,3,955,K20
train,HUVEC-01,HUVEC-01_3_K21,3,448,K21
train,HUVEC-01,HUVEC-01_3_K22,3,319,K22
train,HUVEC-01,HUVEC-01_3_K23,3,888,K23
train,HUVEC-01,HUVEC-01_3_L02,3,749,L02
train,HUVEC-01,HUVEC-01_3_L03,3,134,L03
train,HUVEC-01,HUVEC-01_3_L04,3,1079,L04
train,HUVEC-01,HUVEC-01_3_L05,3,908,L05
train,HUVEC-01,HUVEC-01_3_L06,3,171,L06
train,HUVEC-01,HUVEC-01_3_L07,3,322,L07
train,HUVEC-01,HUVEC-01_3_L08,3,940,L08
train,HUVEC-01,HUVEC-01_3_L09,3,510,L09
train,HUVEC-01,HUVEC-01_3_L10,3,129,L10
train,HUVEC-01,HUVEC-01_3_L11,3,1105,L11
train,HUVEC-01,HUVEC-01_3_L12,3,860,L12
train,HUVEC-01,HUVEC-01_3_L13,3,375,L13
train,HUVEC-01,HUVEC-01_3_L14,3,512,L14
train,HUVEC-01,HUVEC-01_3_L15,3,807,L15
train,HUVEC-01,HUVEC-01_3_L16,3,943,L16
train,HUVEC-01,HUVEC-01_3_L17,3,163,L17
train,HUVEC-01,HUVEC-01_3_L18,3,738,L18
train,HUVEC-01,HUVEC-01_3_L19,3,748,L19
train,HUVEC-01,HUVEC-01_3_L20,3,255,L20
train,HUVEC-01,HUVEC-01_3_L21,3,864,L21
train,HUVEC-01,HUVEC-01_3_L22,3,646,L22
train,HUVEC-01,HUVEC-01_3_L23,3,677,L23
train,HUVEC-01,HUVEC-01_3_M02,3,35,M02
train,HUVEC-01,HUVEC-01_3_M04,3,252,M04
train,HUVEC-01,HUVEC-01_3_M05,3,759,M05
train,HUVEC-01,HUVEC-01_3_M06,3,34,M06
train,HUVEC-01,HUVEC-01_3_M08,3,1087,M08
train,HUVEC-01,HUVEC-01_3_M09,3,119,M09
train,HUVEC-01,HUVEC-01_3_M10,3,278,M10
train,HUVEC-01,HUVEC-01_3_M12,3,625,M12
train,HUVEC-01,HUVEC-01_3_M13,3,815,M13
train,HUVEC-01,HUVEC-01_3_M14,3,548,M14
train,HUVEC-01,HUVEC-01_3_M16,3,443,M16
train,HUVEC-01,HUVEC-01_3_M17,3,718,M17
train,HUVEC-01,HUVEC-01_3_M18,3,90,M18
train,HUVEC-01,HUVEC-01_3_M20,3,614,M20
train,HUVEC-01,HUVEC-01_3_M21,3,38,M21
train,HUVEC-01,HUVEC-01_3_M23,3,432,M23
train,HUVEC-01,HUVEC-01_3_N02,3,691,N02
train,HUVEC-01,HUVEC-01_3_N03,3,234,N03
train,HUVEC-01,HUVEC-01_3_N04,3,237,N04
train,HUVEC-01,HUVEC-01_3_N05,3,151,N05
train,HUVEC-01,HUVEC-01_3_N06,3,422,N06
train,HUVEC-01,HUVEC-01_3_N07,3,570,N07
train,HUVEC-01,HUVEC-01_3_N08,3,1074,N08
train,HUVEC-01,HUVEC-01_3_N09,3,861,N09
train,HUVEC-01,HUVEC-01_3_N10,3,515,N10
train,HUVEC-01,HUVEC-01_3_N11,3,1012,N11
train,HUVEC-01,HUVEC-01_3_N12,3,382,N12
train,HUVEC-01,HUVEC-01_3_N13,3,122,N13
train,HUVEC-01,HUVEC-01_3_N14,3,86,N14
train,HUVEC-01,HUVEC-01_3_N15,3,387,N15
